transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,previous_transactions,previous_success_rate,subscription_status,customer_type,days_since_failure,time_since_last_success,device_risk_score,historical_failure_count,recovered,recovery_outcome
txn_be017b6c909b,cust_001158,824.17,upi,network_timeout,0,0,0.5,paused,new,25,720.0,0.348,0,1,recovered
txn_712e7d64c71f,cust_000430,8232.68,card,bank_server_error,1,0,0.5,active,new,2,720.0,0.204,0,0,not_recovered
txn_79026eb8545d,cust_000971,4455.21,upi,bank_server_error,0,4,0.573,active,returning,27,81.5,0.147,1,0,not_recovered
txn_9bb0490dd927,cust_000304,8615.7,upi,otp_failed,0,4,0.734,active,returning,26,84.6,0.271,3,0,not_recovered
txn_f2a3d9330d1f,cust_000575,2016.64,upi,bank_server_error,0,3,0.579,none,returning,28,10.0,0.184,0,0,not_recovered
txn_f418b8bb6f4b,cust_000581,1654.84,netbanking,network_timeout,0,14,0.871,active,loyal,30,44.9,0.134,2,1,recovered
txn_b5246aa50c22,cust_000225,650.17,upi,risk_flagged,1,5,0.663,cancelled,returning,29,50.1,0.22,1,0,not_recovered
txn_70860b2a0777,cust_000129,2737.27,card,bank_server_error,0,0,0.5,none,new,6,720.0,0.15,0,1,recovered
txn_38884b14c51b,cust_000342,1674.8,upi,network_timeout,1,0,0.5,none,new,27,720.0,0.426,0,0,not_recovered
txn_2b839c84123d,cust_001287,1617.76,upi,card_declined_bank,0,20,0.858,active,loyal,30,135.6,0.15,3,0,not_recovered
txn_02083f263824,cust_000853,8571.91,wallet,otp_failed,1,0,0.5,none,new,16,720.0,0.04,0,0,not_recovered
txn_5d91fa39f4fc,cust_000721,1783.42,upi,otp_failed,0,3,0.544,none,returning,19,200.5,0.246,3,0,not_recovered
txn_0fa3d49e9b7c,cust_001451,6620.22,upi,bank_server_error,2,21,0.709,none,loyal,27,112.0,0.08,1,0,not_recovered
txn_b1af04aed9eb,cust_000186,478.54,upi,insufficient_funds,0,18,0.425,active,loyal,24,21.1,0.391,2,1,recovered
txn_25b8bc6e87ec,cust_000220,22455.73,upi,bank_server_error,0,9,0.724,paused,returning,24,35.6,0.195,1,1,recovered
txn_cf89d36f70af,cust_000705,1428.04,card,network_timeout,1,5,0.888,active,returning,30,49.1,0.008,2,1,recovered
txn_4d4e9559a2f9,cust_001076,3776.17,wallet,insufficient_funds,0,7,0.751,active,returning,26,42.3,0.242,2,1,recovered
txn_dbe2c7c82296,cust_000855,4357.46,wallet,invalid_card,0,6,0.603,cancelled,returning,30,98.0,0.144,0,0,not_recovered
txn_041e8706eaa1,cust_001336,1277.14,upi,otp_failed,0,0,0.5,active,new,28,720.0,0.069,1,1,recovered
txn_1a9b2ba32c88,cust_000560,4176.07,upi,insufficient_funds,0,0,0.5,active,new,17,720.0,0.344,0,0,not_recovered
txn_c91524f8f1fe,cust_001076,4376.05,card,insufficient_funds,1,5,0.851,none,returning,18,3.9,0.389,2,1,recovered
txn_a30942378a91,cust_000488,1051.71,upi,card_declined_bank,0,0,0.5,none,new,16,720.0,0.659,0,0,not_recovered
txn_23f5873b63c1,cust_000399,1062.98,upi,insufficient_funds,0,5,0.903,active,returning,9,82.8,0.16,1,1,recovered
txn_e671addde5e1,cust_000685,2081.36,upi,network_timeout,0,7,0.656,active,returning,20,800.1,0.029,5,1,recovered
txn_ac5be1a43e21,cust_000905,1800.92,card,network_timeout,2,16,0.807,active,loyal,18,379.2,0.438,0,0,not_recovered
txn_8072fb14ed02,cust_000387,7001.06,upi,card_declined_bank,0,23,0.683,none,loyal,6,11.1,0.295,2,0,not_recovered
txn_b9f9144603cb,cust_001485,3760.85,card,otp_failed,0,6,0.952,active,returning,26,28.2,0.234,3,1,recovered
txn_a1523a206f20,cust_000583,1875.48,upi,network_timeout,2,7,0.805,paused,returning,12,10.6,0.175,2,1,recovered
txn_006e5910b674,cust_000764,3447.73,upi,network_timeout,0,0,0.5,paused,new,14,720.0,0.061,0,0,not_recovered
txn_e576ea52d95f,cust_001093,316.72,card,otp_failed,1,4,0.596,active,returning,25,106.7,0.614,2,0,not_recovered
txn_d5943c6f37e2,cust_000491,1148.51,upi,otp_failed,1,0,0.5,none,new,18,720.0,0.055,0,0,not_recovered
txn_93f991189d6c,cust_001400,2589.03,netbanking,otp_failed,0,31,0.811,active,loyal,3,30.8,0.206,3,1,recovered
txn_86aa2af69d6a,cust_001177,5452.5,upi,network_timeout,1,20,0.794,active,loyal,9,130.8,0.17,2,1,recovered
txn_ce0a0ca6f7ff,cust_000081,2391.78,card,card_declined_bank,2,15,0.79,active,loyal,14,35.3,0.43,3,0,not_recovered
txn_24b85c8a8140,cust_000619,7423.57,upi,invalid_card,0,20,0.865,paused,loyal,22,14.4,0.303,0,0,not_recovered
txn_f1b15c3bd7c8,cust_001503,4364.01,card,otp_failed,0,11,0.657,none,loyal,9,151.4,0.255,3,1,recovered
txn_ef85ba2fc7b6,cust_001180,1287.56,upi,network_timeout,1,0,0.5,none,new,14,720.0,0.148,0,0,not_recovered
txn_6e8179d3a548,cust_000654,1761.59,upi,otp_failed,0,16,0.891,none,loyal,18,55.6,0.579,1,0,not_recovered
txn_98b8a25376f8,cust_001483,2885.86,card,insufficient_funds,0,6,0.435,paused,returning,16,36.5,0.277,0,1,recovered
txn_a965f8d80079,cust_001308,1334.39,upi,network_timeout,0,5,0.534,none,returning,5,39.6,0.235,2,1,recovered
txn_c9e79a0d0f08,cust_000792,7928.04,upi,insufficient_funds,1,2,0.845,active,returning,15,214.0,0.093,4,1,recovered
txn_d3d1df1ccc61,cust_001021,736.67,netbanking,risk_flagged,1,0,0.5,cancelled,new,28,720.0,0.633,0,0,not_recovered
txn_b4e692a0513e,cust_001101,2655.79,card,insufficient_funds,2,0,0.5,none,new,20,720.0,0.333,0,0,not_recovered
txn_d16ae19349ae,cust_001276,3873.45,card,risk_flagged,0,0,0.5,none,new,24,720.0,0.167,0,0,not_recovered
txn_4722ee025a7b,cust_000249,1507.03,upi,bank_server_error,2,0,0.5,none,new,22,720.0,0.35,1,0,not_recovered
txn_7ddbac78131f,cust_000240,1230.38,card,bank_server_error,0,4,0.647,none,returning,2,52.4,0.406,1,1,recovered
txn_e300a58321fb,cust_000579,1865.95,upi,network_timeout,1,13,0.785,active,loyal,14,173.5,0.125,2,0,not_recovered
txn_b0d2edb3a45c,cust_000194,4149.73,card,otp_failed,1,9,0.947,active,returning,10,15.8,0.59,3,1,recovered
txn_c36dd8f3f846,cust_000325,1274.28,card,network_timeout,0,3,0.933,none,returning,15,68.7,0.536,1,0,not_recovered
txn_73fca8374032,cust_000072,763.54,upi,bank_server_error,0,4,0.883,none,returning,1,94.2,0.299,1,1,recovered
txn_860df38a1678,cust_001444,5628.1,card,insufficient_funds,0,2,0.712,paused,returning,7,99.2,0.603,1,0,not_recovered
txn_23cc72d29b77,cust_000337,2862.26,upi,insufficient_funds,0,0,0.5,none,new,3,720.0,0.339,1,0,not_recovered
txn_a7d7a7cbcaba,cust_000406,4949.65,card,bank_server_error,1,19,0.347,cancelled,loyal,1,57.3,0.101,1,1,recovered
txn_98d3d17860fa,cust_001000,3957.62,upi,network_timeout,0,0,0.5,cancelled,new,13,720.0,0.231,0,1,recovered
txn_fa735c674462,cust_000528,14212.83,card,insufficient_funds,1,3,0.574,none,returning,24,57.9,0.176,0,0,not_recovered
txn_804a8e3e98fc,cust_000779,5450.57,netbanking,invalid_card,0,6,0.897,active,returning,10,26.9,0.253,2,0,not_recovered
txn_7a28072563f5,cust_000023,1041.41,netbanking,network_timeout,0,3,0.679,none,returning,24,69.8,0.151,4,1,recovered
txn_85abd3159508,cust_001031,3051.05,card,insufficient_funds,1,18,0.885,none,loyal,16,24.2,0.284,0,0,not_recovered
txn_ded636e7b670,cust_001463,1209.86,upi,insufficient_funds,0,0,0.5,none,new,20,720.0,0.333,2,1,recovered
txn_90aa09f37970,cust_001507,1327.81,card,insufficient_funds,2,14,0.79,active,loyal,9,87.3,0.39,1,0,not_recovered
txn_780ee359fd7d,cust_001422,560.46,upi,otp_failed,2,9,0.664,none,returning,13,211.6,0.45,3,0,not_recovered
txn_491efbe47dab,cust_000249,1544.57,card,insufficient_funds,0,10,0.565,none,returning,10,14.9,0.17,7,1,recovered
txn_ffd1592ba5a9,cust_000367,3263.42,upi,bank_server_error,0,5,0.52,none,returning,13,147.2,0.105,2,0,not_recovered
txn_b11df24badb1,cust_000343,1882.92,card,otp_failed,0,19,0.637,paused,loyal,29,118.5,0.015,5,1,recovered
txn_1d373d43fd8f,cust_001243,742.91,wallet,insufficient_funds,1,22,0.675,none,loyal,3,4.7,0.004,2,0,not_recovered
txn_20e5c2e24dd6,cust_000348,507.39,upi,invalid_card,0,7,0.79,none,returning,27,97.7,0.073,3,0,not_recovered
txn_8ee4f552edce,cust_001093,13368.57,upi,invalid_card,2,24,0.583,none,loyal,28,208.6,0.468,2,0,not_recovered
txn_a840815bb7df,cust_001122,2677.52,card,network_timeout,2,9,0.807,none,returning,0,228.9,0.371,2,0,not_recovered
txn_5375d62ad491,cust_001459,951.78,card,insufficient_funds,0,4,0.873,active,returning,12,177.5,0.237,1,0,not_recovered
txn_038991d5432e,cust_000048,3027.84,card,network_timeout,1,13,0.51,none,loyal,18,34.9,0.049,4,1,recovered
txn_a0d7a370fa21,cust_000193,14332.25,wallet,network_timeout,0,6,0.893,none,returning,9,10.6,0.221,3,1,recovered
txn_234f95528d89,cust_000522,3492.65,netbanking,bank_server_error,0,2,0.619,none,returning,4,58.4,0.435,1,1,recovered
txn_89675fe8a293,cust_001139,162.66,card,bank_server_error,0,0,0.5,active,new,12,720.0,0.082,0,1,recovered
txn_e8adebe8ffce,cust_000851,21743.33,upi,bank_server_error,1,0,0.5,cancelled,new,24,720.0,0.349,0,1,recovered
txn_7d40b5e108d6,cust_000497,378.3,upi,insufficient_funds,0,19,0.673,paused,loyal,14,68.1,0.158,2,1,recovered
txn_28ef833eae27,cust_000021,1660.03,card,insufficient_funds,1,7,0.694,none,returning,25,1.0,0.115,1,0,not_recovered
txn_88290991da5c,cust_000032,720.49,upi,invalid_card,0,7,0.546,none,returning,11,39.4,0.031,1,0,not_recovered
txn_198c0b47fdf5,cust_001444,1026.59,card,risk_flagged,1,0,0.5,none,new,20,720.0,0.26,0,0,not_recovered
txn_ccfdcd3c5c3a,cust_001548,2581.09,card,network_timeout,2,2,0.812,none,returning,24,46.2,0.298,1,0,not_recovered
txn_86e40b215fb3,cust_001490,309.85,upi,otp_failed,1,18,0.694,none,loyal,20,53.1,0.17,1,0,not_recovered
txn_6284c9b020d5,cust_001140,1842.32,card,bank_server_error,0,19,0.619,none,loyal,13,122.6,0.345,0,1,recovered
txn_8c4939df19c9,cust_001273,5611.7,wallet,otp_failed,0,0,0.5,paused,new,26,720.0,0.622,0,1,recovered
txn_3236e5f2d372,cust_000785,935.5,upi,otp_failed,0,12,0.633,none,returning,5,68.1,0.219,3,0,not_recovered
txn_4d6c10cf01c0,cust_000730,571.77,netbanking,risk_flagged,0,9,0.708,none,returning,3,49.7,0.179,1,0,not_recovered
txn_580f0ac4e437,cust_001496,1762.74,upi,network_timeout,2,4,0.508,none,returning,1,1.2,0.498,1,1,recovered
txn_a10232a74e2a,cust_000906,1473.64,netbanking,insufficient_funds,0,2,0.837,none,returning,21,85.3,0.069,0,1,recovered
txn_97f0b0c6d1f1,cust_001190,1169.46,card,invalid_card,0,6,0.736,none,returning,10,79.1,0.607,4,0,not_recovered
txn_1ed89c974129,cust_000039,685.73,upi,network_timeout,1,5,0.92,paused,returning,3,161.2,0.094,2,1,recovered
txn_e2f1516a9653,cust_000305,3188.37,upi,network_timeout,0,2,0.602,active,returning,5,110.8,0.076,5,0,not_recovered
txn_40287c50c694,cust_001247,3414.33,wallet,card_declined_bank,1,6,0.462,active,returning,1,261.0,0.168,2,0,not_recovered
txn_de129e312c17,cust_000708,765.8,card,card_declined_bank,0,12,0.849,active,returning,12,54.9,0.236,1,1,recovered
txn_58135eb6d2ef,cust_000019,867.38,upi,otp_failed,0,25,0.848,cancelled,loyal,19,104.2,0.113,2,1,recovered
txn_83d09c68a1f5,cust_000955,2259.37,netbanking,card_declined_bank,1,4,0.356,none,returning,7,106.3,0.075,1,0,not_recovered
txn_792e9ea4217f,cust_000974,838.43,card,otp_failed,0,0,0.5,none,new,8,720.0,0.257,0,0,not_recovered
txn_aa1749e46d9e,cust_000439,2346.77,netbanking,network_timeout,2,16,0.489,none,loyal,30,64.4,0.713,2,1,recovered
txn_430a32dd5dbd,cust_000138,7489.38,card,otp_failed,0,21,0.84,none,loyal,1,12.2,0.099,5,1,recovered
txn_a7c7e9f480bb,cust_000637,1893.46,card,card_declined_bank,0,0,0.5,paused,new,26,720.0,0.191,0,0,not_recovered
txn_6ead2fcf3db1,cust_001227,670.31,upi,risk_flagged,0,9,0.952,cancelled,returning,1,2.3,0.137,2,0,not_recovered
txn_bc768d0bf8d2,cust_000011,2843.79,upi,insufficient_funds,0,0,0.5,paused,new,24,720.0,0.321,0,0,not_recovered
txn_8e4d72dc73a7,cust_000820,1702.94,card,network_timeout,0,3,0.648,paused,returning,30,122.1,0.172,2,0,not_recovered
txn_c8d64603f4b2,cust_000858,1745.61,card,card_declined_bank,0,0,0.5,active,new,9,720.0,0.215,0,0,not_recovered
txn_e25e3457bcbc,cust_000243,3064.96,card,insufficient_funds,0,5,0.749,active,returning,6,96.1,0.251,2,0,not_recovered
txn_6b0e55f41ff3,cust_000707,3721.69,netbanking,network_timeout,2,0,0.5,none,new,7,720.0,0.111,0,0,not_recovered
txn_320d4824d146,cust_000103,2063.07,wallet,card_declined_bank,0,8,0.711,none,returning,12,3.6,0.169,4,1,recovered
txn_129104553812,cust_000548,1892.0,upi,bank_server_error,1,15,0.921,active,loyal,8,31.4,0.282,1,1,recovered
txn_59086182ef31,cust_000380,12799.83,card,insufficient_funds,0,9,0.501,none,returning,8,95.9,0.354,0,0,not_recovered
txn_9396eb3521d0,cust_000776,5886.98,upi,network_timeout,1,18,0.443,active,loyal,5,36.9,0.11,2,1,recovered
txn_b40bc1c1e263,cust_001502,4230.99,netbanking,network_timeout,0,14,0.825,active,loyal,28,28.4,0.278,1,0,not_recovered
txn_a4b2811b02b2,cust_000342,2248.65,upi,card_declined_bank,0,15,0.853,none,loyal,9,67.9,0.339,3,0,not_recovered
txn_2e8810ed5e27,cust_000187,808.22,card,bank_server_error,0,0,0.5,paused,new,2,720.0,0.492,1,0,not_recovered
txn_7d246c47e85e,cust_000861,5511.81,card,network_timeout,0,17,0.793,none,loyal,9,123.6,0.231,1,0,not_recovered
txn_c50b93d2dcfe,cust_000706,2275.29,wallet,insufficient_funds,0,0,0.5,none,new,16,720.0,0.281,0,0,not_recovered
txn_c95e4f2b5cb2,cust_000054,1188.62,netbanking,network_timeout,0,4,0.882,paused,returning,3,50.9,0.313,0,1,recovered
txn_98f6190c4ff3,cust_000422,1605.47,card,network_timeout,1,15,0.729,paused,loyal,14,13.2,0.359,1,0,not_recovered
txn_2221b817b11d,cust_000991,837.51,netbanking,insufficient_funds,0,3,0.861,none,returning,30,40.5,0.484,1,1,recovered
txn_711e237fdc27,cust_001026,5175.01,card,bank_server_error,2,12,0.665,paused,returning,21,155.5,0.083,1,0,not_recovered
txn_00064065ee59,cust_001270,3694.99,card,network_timeout,0,7,0.661,active,returning,10,82.3,0.104,1,1,recovered
txn_af3c5f14da23,cust_001188,2353.05,netbanking,insufficient_funds,0,17,0.471,none,loyal,27,240.8,0.182,1,0,not_recovered
txn_61118ec6ed7c,cust_000602,1922.71,upi,bank_server_error,0,5,0.958,active,returning,10,219.2,0.205,1,1,recovered
txn_324e178a2511,cust_001454,1082.9,upi,bank_server_error,0,5,0.591,none,returning,0,53.9,0.267,0,0,not_recovered
txn_3a294ac3cb40,cust_000635,293.81,wallet,network_timeout,1,23,0.769,none,loyal,7,203.9,0.199,0,1,recovered
txn_01c2a36124cd,cust_000721,560.24,netbanking,network_timeout,0,0,0.5,active,new,0,720.0,0.082,0,1,recovered
txn_d737a5ce0124,cust_000219,1024.15,card,network_timeout,1,0,0.5,none,new,15,720.0,0.202,0,1,recovered
txn_012599e26d77,cust_000716,894.56,upi,insufficient_funds,0,5,0.924,none,returning,11,76.6,0.106,0,1,recovered
txn_5b02b730fda4,cust_001458,2592.62,netbanking,card_declined_bank,0,17,0.723,none,loyal,2,60.5,0.131,1,0,not_recovered
txn_a29a6984d60f,cust_000432,4147.85,upi,network_timeout,0,0,0.5,active,new,12,720.0,0.295,0,1,recovered
txn_d150087d62db,cust_001534,1780.06,emi,card_declined_bank,1,0,0.5,active,new,5,720.0,0.185,0,0,not_recovered
txn_f4b130aa4eed,cust_001158,7101.24,upi,card_declined_bank,0,0,0.5,none,new,27,720.0,0.217,0,0,not_recovered
txn_47db664a15e2,cust_000331,987.71,card,network_timeout,2,26,0.625,paused,loyal,18,83.0,0.195,1,1,recovered
txn_004be7cff2cc,cust_001537,1768.73,card,network_timeout,0,0,0.5,paused,new,8,720.0,0.66,1,0,not_recovered
txn_bd9046c812a6,cust_001296,1908.57,netbanking,network_timeout,0,3,0.856,none,returning,23,3.3,0.261,0,0,not_recovered
txn_8213412d5148,cust_000552,5339.93,emi,network_timeout,1,22,0.817,none,loyal,26,256.9,0.317,3,0,not_recovered
txn_6ac769ba631e,cust_001371,2197.99,card,bank_server_error,0,0,0.5,none,new,23,720.0,0.098,1,1,recovered
txn_b4edf148f183,cust_001089,2253.44,card,network_timeout,1,3,0.99,cancelled,returning,2,35.2,0.083,1,1,recovered
txn_fe46c8be4790,cust_000021,450.63,netbanking,card_declined_bank,0,7,0.817,active,returning,15,53.3,0.732,3,0,not_recovered
txn_39d09c1042c2,cust_001195,888.99,card,bank_server_error,1,25,0.896,none,loyal,2,15.3,0.184,2,0,not_recovered
txn_a0b294ddb80c,cust_001362,5358.06,card,card_declined_bank,0,6,0.837,none,returning,19,245.2,0.217,3,0,not_recovered
txn_98967d0e0f3a,cust_001261,308.65,wallet,card_declined_bank,2,8,0.594,none,returning,23,110.4,0.038,0,0,not_recovered
txn_9d8b81099239,cust_000712,6692.17,netbanking,bank_server_error,0,0,0.5,active,new,0,720.0,0.378,0,1,recovered
txn_879b356235a6,cust_000937,3132.85,wallet,risk_flagged,1,3,0.963,active,returning,23,5.1,0.22,1,0,not_recovered
txn_f96c86381768,cust_001170,1019.67,upi,invalid_card,0,5,0.675,none,returning,7,270.1,0.196,1,0,not_recovered
txn_40df7405fa1d,cust_000628,944.97,card,insufficient_funds,1,0,0.5,none,new,2,720.0,0.317,1,1,recovered
txn_df70ed7158bf,cust_000613,11007.8,wallet,network_timeout,1,8,0.619,none,returning,8,714.5,0.289,0,0,not_recovered
txn_a8e54669603b,cust_000916,7117.17,card,insufficient_funds,1,14,0.735,active,loyal,30,14.6,0.531,4,1,recovered
txn_e83519c5f275,cust_000026,1794.54,card,insufficient_funds,0,0,0.5,paused,new,8,720.0,0.13,0,1,recovered
txn_cbdd3df5a03a,cust_000155,2255.51,wallet,bank_server_error,0,0,0.5,none,new,2,720.0,0.764,1,0,not_recovered
txn_a8ce702bd7f6,cust_001333,1117.04,upi,insufficient_funds,1,5,0.456,cancelled,returning,2,28.6,0.342,2,0,not_recovered
txn_0be27cd15ccb,cust_001503,2255.9,wallet,bank_server_error,0,0,0.5,active,new,27,720.0,0.189,0,1,recovered
txn_9ad84558e78b,cust_000692,1089.51,card,card_declined_bank,1,0,0.5,paused,new,20,720.0,0.373,2,0,not_recovered
txn_38d6a18015d0,cust_000241,1861.82,wallet,insufficient_funds,0,7,0.892,cancelled,returning,6,64.7,0.112,2,1,recovered
txn_56ccfd030a7d,cust_000189,10191.37,upi,bank_server_error,0,0,0.5,paused,new,19,720.0,0.17,1,0,not_recovered
txn_65c0ef063a2e,cust_000338,1833.44,upi,insufficient_funds,0,2,0.579,paused,returning,0,129.6,0.449,0,0,not_recovered
txn_dfbb9f92f208,cust_000602,778.04,wallet,card_declined_bank,1,5,0.929,none,returning,21,74.9,0.153,1,1,recovered
txn_efbb4b29d932,cust_000927,584.21,card,otp_failed,0,6,0.753,none,returning,26,56.8,0.319,3,0,not_recovered
txn_c58982c717d3,cust_000440,2240.39,upi,network_timeout,0,0,0.5,none,new,24,720.0,0.547,0,0,not_recovered
txn_26db820fd308,cust_000836,1007.47,upi,otp_failed,1,15,0.765,none,loyal,5,101.0,0.386,1,0,not_recovered
txn_651bd7d45d0b,cust_001054,2494.75,netbanking,network_timeout,0,0,0.5,cancelled,new,10,720.0,0.309,0,0,not_recovered
txn_0158aca595ff,cust_000102,465.19,wallet,card_declined_bank,1,10,0.368,active,returning,16,67.5,0.271,2,0,not_recovered
txn_db646d11128f,cust_000870,3719.06,upi,bank_server_error,0,5,0.34,none,returning,2,225.4,0.077,1,0,not_recovered
txn_234ddf916dbf,cust_000868,769.59,card,insufficient_funds,0,3,0.78,cancelled,returning,25,31.6,0.127,3,1,recovered
txn_a5f583e449a8,cust_001112,2083.21,card,otp_failed,0,0,0.5,active,new,18,720.0,0.19,1,0,not_recovered
txn_87f8eea51b83,cust_001030,1473.69,wallet,risk_flagged,0,0,0.5,active,new,4,720.0,0.376,1,1,recovered
txn_40ce07f5c596,cust_001500,9382.02,emi,card_declined_bank,1,10,0.851,none,returning,23,51.1,0.103,6,0,not_recovered
txn_9482e2cc4e94,cust_000743,2331.67,emi,bank_server_error,0,0,0.5,paused,new,22,720.0,0.663,0,1,recovered
txn_4d9fe64fb616,cust_000371,11509.46,card,card_declined_bank,0,0,0.5,paused,new,4,720.0,0.132,0,0,not_recovered
txn_50615630f0cc,cust_000894,3309.88,card,insufficient_funds,0,13,0.41,active,returning,16,7.1,0.069,1,0,not_recovered
txn_21dd6587878a,cust_000276,7207.41,netbanking,card_declined_bank,1,24,0.518,none,loyal,9,52.8,0.271,2,0,not_recovered
txn_8c64d3edbfb0,cust_000179,1655.87,netbanking,card_declined_bank,1,0,0.5,none,new,7,720.0,0.283,0,0,not_recovered
txn_e5a274b0a659,cust_001033,2726.99,card,network_timeout,0,17,0.696,none,loyal,24,103.4,0.624,1,0,not_recovered
txn_5897a0cb4cad,cust_001390,5983.61,upi,insufficient_funds,0,4,0.637,none,returning,1,114.9,0.293,1,0,not_recovered
txn_939ca61d4f14,cust_000875,4511.86,card,insufficient_funds,0,22,0.656,cancelled,loyal,13,21.7,0.233,5,0,not_recovered
txn_60555f1148f2,cust_001540,3222.44,upi,network_timeout,1,2,0.827,none,returning,8,61.0,0.059,0,0,not_recovered
txn_480e42cf4b3d,cust_000865,1487.51,card,insufficient_funds,0,5,0.83,active,returning,10,42.9,0.403,2,0,not_recovered
txn_7de7d6e0184f,cust_000952,1732.12,card,network_timeout,0,3,0.784,none,returning,13,69.9,0.217,2,1,recovered
txn_40dc8edfc348,cust_000981,5563.02,card,otp_failed,1,7,0.59,none,returning,17,91.0,0.283,1,0,not_recovered
txn_b0dcdf43c3eb,cust_000852,6709.77,wallet,network_timeout,0,11,0.738,none,loyal,11,394.2,0.231,5,1,recovered
txn_e9a7c993110f,cust_000412,1171.95,upi,insufficient_funds,1,0,0.5,active,new,16,720.0,0.364,0,1,recovered
txn_6b455a8539a6,cust_001086,1023.12,wallet,otp_failed,0,0,0.5,active,new,22,720.0,0.139,1,0,not_recovered
txn_acf825002a86,cust_000834,885.61,upi,insufficient_funds,2,0,0.5,cancelled,new,5,720.0,0.338,0,0,not_recovered
txn_3ec6980368fb,cust_001371,4216.37,upi,bank_server_error,0,16,0.841,active,loyal,12,157.4,0.1,2,0,not_recovered
txn_843bdcc98c92,cust_000220,865.64,card,card_declined_bank,0,5,0.651,none,returning,16,2.7,0.242,0,0,not_recovered
txn_9800fc594641,cust_000285,4170.72,upi,invalid_card,0,3,0.438,paused,returning,11,6.0,0.165,1,0,not_recovered
txn_d6952643adc9,cust_000984,3265.35,card,bank_server_error,0,15,0.435,active,loyal,17,53.4,0.193,1,1,recovered
txn_b08d71e9e05d,cust_000769,1223.43,upi,network_timeout,1,23,0.813,active,loyal,25,6.5,0.448,1,0,not_recovered
txn_4aedacacce23,cust_000622,8163.87,netbanking,network_timeout,0,0,0.5,none,new,18,720.0,0.2,0,0,not_recovered
txn_c7b2043bc612,cust_000627,535.91,wallet,invalid_card,0,9,0.896,none,returning,14,5.5,0.395,0,0,not_recovered
txn_d91a8be0a6f7,cust_001020,8897.98,card,otp_failed,1,20,0.792,none,loyal,20,10.0,0.168,3,1,recovered
txn_8c738742bf3f,cust_000248,2662.44,upi,card_declined_bank,0,0,0.5,none,new,30,720.0,0.219,1,0,not_recovered
txn_91bdf7fd9154,cust_000746,309.17,card,otp_failed,1,6,0.484,active,returning,0,118.3,0.298,0,0,not_recovered
txn_adf7bfef5927,cust_000638,8372.36,card,network_timeout,1,6,0.623,active,returning,17,79.8,0.108,3,0,not_recovered
txn_777bb2c0ce03,cust_000871,4793.38,upi,bank_server_error,0,5,0.868,active,returning,0,7.7,0.164,1,1,recovered
txn_9350d720c4e4,cust_001360,1359.14,upi,card_declined_bank,1,3,0.734,none,returning,29,155.1,0.198,4,1,recovered
txn_b1266452b13e,cust_000064,838.61,upi,risk_flagged,1,0,0.5,none,new,22,720.0,0.455,1,0,not_recovered
txn_45abc7370973,cust_000176,486.79,card,insufficient_funds,1,0,0.5,cancelled,new,27,720.0,0.155,0,0,not_recovered
txn_15480ee8b462,cust_000740,17569.18,emi,otp_failed,0,0,0.5,active,new,17,720.0,0.327,0,0,not_recovered
txn_5013c6b83824,cust_000280,870.4,emi,network_timeout,0,0,0.5,none,new,12,720.0,0.407,0,0,not_recovered
txn_65cf3728cf91,cust_000865,640.83,upi,invalid_card,2,5,0.796,none,returning,0,69.7,0.342,1,0,not_recovered
txn_e49e3670e0f5,cust_000994,2543.07,netbanking,insufficient_funds,0,5,0.752,none,returning,18,69.0,0.683,3,0,not_recovered
txn_e837f16da93e,cust_001507,457.55,card,card_declined_bank,0,0,0.5,none,new,28,720.0,0.37,0,0,not_recovered
txn_9e2992210123,cust_000329,826.01,upi,insufficient_funds,0,8,0.721,active,returning,4,53.3,0.058,2,1,recovered
txn_189deb16a661,cust_000263,4892.57,wallet,otp_failed,1,8,0.837,none,returning,7,131.1,0.363,0,0,not_recovered
txn_239fa31baa5e,cust_000268,3034.46,netbanking,otp_failed,1,5,0.873,none,returning,16,127.3,0.273,3,0,not_recovered
txn_008afa401328,cust_001155,1411.3,netbanking,insufficient_funds,2,18,0.918,paused,loyal,16,18.2,0.315,5,0,not_recovered
txn_7245524fc126,cust_001431,2031.39,upi,card_declined_bank,2,5,0.576,active,returning,13,48.4,0.547,2,0,not_recovered
txn_ac61a5fc5a9b,cust_000483,1341.81,netbanking,risk_flagged,0,15,0.622,none,loyal,4,57.5,0.208,1,0,not_recovered
txn_f06d9c662382,cust_000681,1889.75,upi,risk_flagged,0,0,0.5,none,new,14,720.0,0.02,1,0,not_recovered
txn_397cf8590540,cust_001530,1006.64,card,insufficient_funds,0,2,0.549,none,returning,15,292.2,0.263,1,1,recovered
txn_2305e087bacf,cust_000332,1185.34,card,card_declined_bank,0,20,0.46,active,loyal,5,1.3,0.124,1,0,not_recovered
txn_44c58ece4867,cust_000077,1153.31,netbanking,bank_server_error,0,20,0.693,none,loyal,18,38.9,0.343,2,1,recovered
txn_8b1a7ec70af3,cust_000784,1039.74,upi,otp_failed,2,11,0.59,none,returning,26,112.3,0.251,1,0,not_recovered
txn_098b7394c301,cust_000869,5112.89,upi,bank_server_error,0,6,0.811,none,returning,2,205.9,0.279,3,1,recovered
txn_d45142445051,cust_000104,3996.23,wallet,otp_failed,0,7,0.884,none,returning,2,350.1,0.177,1,1,recovered
